Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Homeodomain Proteins,51, 1994-2018,24,2018,2005
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Stem Cells,41, 1994-2022,28,2022,2008
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Ureter,18, 1994-2021,27,2021,2008
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Chondrocytes,17, 1998-2018,20,2018,2008
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Kidney,52, 1990-2022,32,2022,2012
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Nephrons,35, 2005-2021,16,2021,2014
"Andrew P. McMahon, PhD",Stem Cell Biology & Regenerative Medicine,Professor,https://researcherprofiles.org/profile/191654,https://profiles.sc-ctsi.org/display/191654/network/researchareas/timeline, Organogenesis,21, 2005-2021,16,2021,2015
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline,"Chromosomes, Human, Pair 13",2, 2013-2015,2,2015,2014
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Zonula Occludens-2 Protein,1, 2015-2015,1,2015,2015
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Claudin-1,1, 2015-2015,1,2015,2015
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Chromosomes, Human, Pair 16",1, 2015-2015,1,2015,2015
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Hemangioendothelioma,1, 2015-2015,1,2015,2015
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Glypicans,2, 2015-2017,2,2017,2016
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Carcinoma, Hepatocellular",4, 2015-2017,2,2017,2016
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Hepatoblastoma,7, 2013-2022,9,2022,2016
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Liver Neoplasms,10, 2013-2022,9,2022,2017
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Biomarkers, Tumor",10, 2014-2021,7,2021,2017
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Rhabdoid Tumor,2, 2014-2021,7,2021,2017
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Chromosomal Proteins, Non-Histone",2, 2015-2021,6,2021,2018
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Liver Transplantation,7, 2014-2022,8,2022,2018
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Sarcoma, Synovial",1, 2021-2021,1,2021,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Soft Tissue Neoplasms,1, 2021-2021,1,2021,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, B7-H1 Antigen,1, 2021-2021,1,2021,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline," Histiocytoma, Malignant Fibrous",1, 2021-2021,1,2021,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Neoplasm Grading,2, 2020-2022,2,2022,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, HLA Antigens,1, 2021-2021,1,2021,2021
"Shengmei Zhou, MD",Medicine,Associate Professor,https://researcherprofiles.org/profile/177489,https://profiles.sc-ctsi.org/display/177489/network/researchareas/timeline, Isoantibodies,1, 2021-2021,1,2021,2021
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline,"Angioplasty, Balloon",6, 2003-2011,8,2011,2007
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Vascular Patency,14, 2002-2019,17,2019,2008
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Vascular Surgical Procedures,8, 2002-2015,13,2015,2008
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Arterial Occlusive Diseases,4, 2005-2011,6,2011,2009
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Michigan,16, 2005-2015,10,2015,2010
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Mastectomy,22, 2005-2020,15,2020,2011
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Femoral Artery,9, 2004-2019,15,2019,2011
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline," Mastectomy, Segmental",10, 2005-2018,13,2018,2011
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Decision Making,13, 2005-2017,12,2017,2011
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Stents,10, 2006-2019,13,2019,2012
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Mammaplasty,8, 2005-2020,15,2020,2012
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Los Angeles,30, 2005-2020,15,2020,2012
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Breast Neoplasms,48, 2005-2020,15,2020,2013
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Popliteal Artery,6, 2009-2019,10,2019,2013
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, SEER Program,33, 2005-2020,15,2020,2013
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Peripheral Arterial Disease,5, 2012-2019,7,2019,2015
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Oncologists,2, 2017-2017,1,2017,2017
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Genetic Counseling,2, 2017-2018,1,2018,2017
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Georgia,11, 2017-2020,3,2020,2018
"Steven Katz, MD",Surgery,Professor,https://researcherprofiles.org/profile/177055,https://profiles.sc-ctsi.org/display/177055/network/researchareas/timeline, Germ-Line Mutation,3, 2017-2020,3,2020,2019
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline,Organ Transplantation,1, 2016-2016,1,2016,2016
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Postoperative Complications,2, 2016-2020,4,2020,2018
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Portal Pressure,1, 2018-2018,1,2018,2018
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Portal Vein,2, 2018-2020,2,2020,2019
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Donor Selection,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Patient Selection,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Living Donors,3, 2018-2021,3,2021,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Graft Survival,2, 2018-2021,3,2021,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Biliary Tract Surgical Procedures,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Stents,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Pediatrics,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Liver Transplantation,6, 2018-2022,4,2022,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline," Hypertension, Portal",1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Thrombosis,1, 2020-2020,1,2020,2020
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Kidney Transplantation,2, 2020-2021,1,2021,2021
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline," Anemia, Sickle Cell",1, 2021-2021,1,2021,2021
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline," Transplantation, Homologous",3, 2020-2021,1,2021,2021
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Child,5, 2020-2022,2,2022,2021
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline," Kidney Failure, Chronic",1, 2021-2021,1,2021,2021
"Kambiz Etesami, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197503,https://profiles.sc-ctsi.org/display/197503/network/researchareas/timeline, Tissue Donors,1, 2021-2021,1,2021,2021
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline,Peripheral Vascular Diseases,2, 2011-2013,2,2013,2012
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Vascular Surgical Procedures,5, 2011-2021,10,2021,2013
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Femoral Artery,1, 2014-2014,1,2014,2014
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Intermittent Claudication,1, 2014-2014,1,2014,2014
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline," Graft Occlusion, Vascular",3, 2011-2020,9,2020,2015
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Saphenous Vein,3, 2011-2021,10,2021,2015
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Vascular Grafting,3, 2010-2021,11,2021,2017
Kenneth R. Ziegler,Surgery,Assistant Professor,https://researcherprofiles.org/profile/192547,https://profiles.sc-ctsi.org/display/192547/network/researchareas/timeline, Vascular Patency,4, 2011-2021,10,2021,2018
